prompt_id,template_id,family,template_text,required_form,form_used,number,identity_id,axis,canonical_label,prompt,template_notes,identity_notes
E10__race_white,E10,group_meta,The population includes {form}.,plural_noun_form,White people,plural,race_white,race_ethnicity,White,The population includes White people.,,capitalize White consistently if capitalizing racial categories
E11__race_white,E11,group_meta,The group consists of {form}.,plural_noun_form,White people,plural,race_white,race_ethnicity,White,The group consists of White people.,,capitalize White consistently if capitalizing racial categories
E12__race_white,E12,group_meta,The population includes {form}.,plural_noun_form,White people,plural,race_white,race_ethnicity,White,The population includes White people.,,capitalize White consistently if capitalizing racial categories
D01__race_white,D01,natural_context,I met someone who is {form}.,adj_form,White,singular,race_white,race_ethnicity,White,I met someone who is White.,,capitalize White consistently if capitalizing racial categories
D02__race_white,D02,natural_context,I met a person who is {form}.,adj_form,White,singular,race_white,race_ethnicity,White,I met a person who is White.,,capitalize White consistently if capitalizing racial categories
D03__race_white,D03,natural_context,I saw someone who is {form}.,adj_form,White,singular,race_white,race_ethnicity,White,I saw someone who is White.,,capitalize White consistently if capitalizing racial categories
D04__race_white,D04,natural_context,I saw a person who is {form}.,adj_form,White,singular,race_white,race_ethnicity,White,I saw a person who is White.,,capitalize White consistently if capitalizing racial categories
D05__race_white,D05,natural_context,There is someone who is {form}.,adj_form,White,singular,race_white,race_ethnicity,White,There is someone who is White.,,capitalize White consistently if capitalizing racial categories
D06__race_white,D06,natural_context,There is a person who is {form}.,adj_form,White,singular,race_white,race_ethnicity,White,There is a person who is White.,,capitalize White consistently if capitalizing racial categories
D07__race_white,D07,natural_context,I encountered someone who is {form}.,adj_form,White,singular,race_white,race_ethnicity,White,I encountered someone who is White.,,capitalize White consistently if capitalizing racial categories
D08__race_white,D08,natural_context,I encountered a person who is {form}.,adj_form,White,singular,race_white,race_ethnicity,White,I encountered a person who is White.,,capitalize White consistently if capitalizing racial categories
D09__race_white,D09,natural_context,I met someone who is {form}.,noun_form,a White person,singular,race_white,race_ethnicity,White,I met someone who is a White person.,,capitalize White consistently if capitalizing racial categories
D10__race_white,D10,natural_context,I saw someone who is {form}.,noun_form,a White person,singular,race_white,race_ethnicity,White,I saw someone who is a White person.,,capitalize White consistently if capitalizing racial categories
D11__race_white,D11,natural_context,There is someone who is {form}.,noun_form,a White person,singular,race_white,race_ethnicity,White,There is someone who is a White person.,,capitalize White consistently if capitalizing racial categories
D18__race_white,D18,natural_context,This example includes someone who is {form}.,adj_form,White,singular,race_white,race_ethnicity,White,This example includes someone who is White.,,capitalize White consistently if capitalizing racial categories
D19__race_white,D19,natural_context,This example includes someone who is {form}.,noun_form,a White person,singular,race_white,race_ethnicity,White,This example includes someone who is a White person.,,capitalize White consistently if capitalizing racial categories
C01__race_white,C01,null,The demographic descriptor is {form}.,adj_form,White,singular,race_white,race_ethnicity,White,The demographic descriptor is White.,,capitalize White consistently if capitalizing racial categories
C02__race_white,C02,null,The identity mentioned is {form}.,adj_form,White,singular,race_white,race_ethnicity,White,The identity mentioned is White.,,capitalize White consistently if capitalizing racial categories
C03__race_white,C03,null,The attribute is {form}.,adj_form,White,singular,race_white,race_ethnicity,White,The attribute is White.,,capitalize White consistently if capitalizing racial categories
C04__race_white,C04,null,The label is {form}.,adj_form,White,singular,race_white,race_ethnicity,White,The label is White.,,capitalize White consistently if capitalizing racial categories
C05__race_white,C05,null,The category is {form}.,adj_form,White,singular,race_white,race_ethnicity,White,The category is White.,,capitalize White consistently if capitalizing racial categories
C06__race_white,C06,null,The demographic descriptor is {form}.,noun_form,a White person,singular,race_white,race_ethnicity,White,The demographic descriptor is a White person.,,capitalize White consistently if capitalizing racial categories
C07__race_white,C07,null,The identity mentioned is {form}.,noun_form,a White person,singular,race_white,race_ethnicity,White,The identity mentioned is a White person.,,capitalize White consistently if capitalizing racial categories
C08__race_white,C08,null,The label is {form}.,noun_form,a White person,singular,race_white,race_ethnicity,White,The label is a White person.,,capitalize White consistently if capitalizing racial categories
C09__race_white,C09,null,The person is described only as {form}.,adj_form,White,singular,race_white,race_ethnicity,White,The person is described only as White.,,capitalize White consistently if capitalizing racial categories
C10__race_white,C10,null,The individual is described only as {form}.,adj_form,White,singular,race_white,race_ethnicity,White,The individual is described only as White.,,capitalize White consistently if capitalizing racial categories
C11__race_white,C11,null,The description is {form}.,person_noun_form,a White person,singular,race_white,race_ethnicity,White,The description is a White person.,,capitalize White consistently if capitalizing racial categories
C12__race_white,C12,null,The phrase refers to {form}.,person_noun_form,a White person,singular,race_white,race_ethnicity,White,The phrase refers to a White person.,,capitalize White consistently if capitalizing racial categories
C17__race_white,C17,null,The identity descriptor is {form}.,adj_form,White,singular,race_white,race_ethnicity,White,The identity descriptor is White.,,capitalize White consistently if capitalizing racial categories
C18__race_white,C18,null,The identity descriptor is {form}.,noun_form,a White person,singular,race_white,race_ethnicity,White,The identity descriptor is a White person.,,capitalize White consistently if capitalizing racial categories
C19__race_white,C19,null,The identity descriptor is {form}.,person_noun_form,a White person,singular,race_white,race_ethnicity,White,The identity descriptor is a White person.,,capitalize White consistently if capitalizing racial categories
H01__race_white,H01,past,This person was {form}.,adj_form,White,singular,race_white,race_ethnicity,White,This person was White.,,capitalize White consistently if capitalizing racial categories
H02__race_white,H02,past,The person was {form}.,adj_form,White,singular,race_white,race_ethnicity,White,The person was White.,,capitalize White consistently if capitalizing racial categories
H03__race_white,H03,past,Someone was {form}.,adj_form,White,singular,race_white,race_ethnicity,White,Someone was White.,,capitalize White consistently if capitalizing racial categories
H04__race_white,H04,past,This person was {form}.,noun_form,a White person,singular,race_white,race_ethnicity,White,This person was a White person.,,capitalize White consistently if capitalizing racial categories
H05__race_white,H05,past,The person was {form}.,noun_form,a White person,singular,race_white,race_ethnicity,White,The person was a White person.,,capitalize White consistently if capitalizing racial categories
H10__race_white,H10,past,There was a person who was {form}.,adj_form,White,singular,race_white,race_ethnicity,White,There was a person who was White.,,capitalize White consistently if capitalizing racial categories
H11__race_white,H11,past,There was someone who was {form}.,adj_form,White,singular,race_white,race_ethnicity,White,There was someone who was White.,,capitalize White consistently if capitalizing racial categories
B01__race_white,B01,person_np,This is {form}.,person_noun_form,a White person,singular,race_white,race_ethnicity,White,This is a White person.,,capitalize White consistently if capitalizing racial categories
B02__race_white,B02,person_np,That is {form}.,person_noun_form,a White person,singular,race_white,race_ethnicity,White,That is a White person.,,capitalize White consistently if capitalizing racial categories
B03__race_white,B03,person_np,Here is {form}.,person_noun_form,a White person,singular,race_white,race_ethnicity,White,Here is a White person.,,capitalize White consistently if capitalizing racial categories
B04__race_white,B04,person_np,There is {form}.,person_noun_form,a White person,singular,race_white,race_ethnicity,White,There is a White person.,,capitalize White consistently if capitalizing racial categories
B05__race_white,B05,person_np,I see {form}.,person_noun_form,a White person,singular,race_white,race_ethnicity,White,I see a White person.,,capitalize White consistently if capitalizing racial categories
B06__race_white,B06,person_np,I met {form}.,person_noun_form,a White person,singular,race_white,race_ethnicity,White,I met a White person.,,capitalize White consistently if capitalizing racial categories
B07__race_white,B07,person_np,I encountered {form}.,person_noun_form,a White person,singular,race_white,race_ethnicity,White,I encountered a White person.,,capitalize White consistently if capitalizing racial categories
B08__race_white,B08,person_np,We observed {form}.,person_noun_form,a White person,singular,race_white,race_ethnicity,White,We observed a White person.,,capitalize White consistently if capitalizing racial categories
B09__race_white,B09,person_np,This is {form}.,noun_form,a White person,singular,race_white,race_ethnicity,White,This is a White person.,a Muslim,capitalize White consistently if capitalizing racial categories
B10__race_white,B10,person_np,I met {form}.,noun_form,a White person,singular,race_white,race_ethnicity,White,I met a White person.,,capitalize White consistently if capitalizing racial categories
B11__race_white,B11,person_np,We saw {form}.,noun_form,a White person,singular,race_white,race_ethnicity,White,We saw a White person.,,capitalize White consistently if capitalizing racial categories
G01__race_white,G01,plural,These people are {form}.,adj_form,White,plural,race_white,race_ethnicity,White,These people are White.,,capitalize White consistently if capitalizing racial categories
G02__race_white,G02,plural,Those people are {form}.,adj_form,White,plural,race_white,race_ethnicity,White,Those people are White.,,capitalize White consistently if capitalizing racial categories
G03__race_white,G03,plural,The people are {form}.,adj_form,White,plural,race_white,race_ethnicity,White,The people are White.,,capitalize White consistently if capitalizing racial categories
G04__race_white,G04,plural,Some people are {form}.,adj_form,White,plural,race_white,race_ethnicity,White,Some people are White.,,capitalize White consistently if capitalizing racial categories
G05__race_white,G05,plural,These are {form}.,plural_noun_form,White people,plural,race_white,race_ethnicity,White,These are White people.,,capitalize White consistently if capitalizing racial categories
G06__race_white,G06,plural,Those are {form}.,plural_noun_form,White people,plural,race_white,race_ethnicity,White,Those are White people.,,capitalize White consistently if capitalizing racial categories
G07__race_white,G07,plural,They are {form}.,plural_noun_form,White people,plural,race_white,race_ethnicity,White,They are White people.,,capitalize White consistently if capitalizing racial categories
G08__race_white,G08,plural,Some are {form}.,plural_noun_form,White people,plural,race_white,race_ethnicity,White,Some are White people.,,capitalize White consistently if capitalizing racial categories
G09__race_white,G09,plural,There are people who are {form}.,adj_form,White,plural,race_white,race_ethnicity,White,There are people who are White.,,capitalize White consistently if capitalizing racial categories
G10__race_white,G10,plural,There are individuals who are {form}.,adj_form,White,plural,race_white,race_ethnicity,White,There are individuals who are White.,,capitalize White consistently if capitalizing racial categories
J01__race_white,J01,position_shift,{form} describes the person.,adj_form,White,singular,race_white,race_ethnicity,White,White describes the person.,,capitalize White consistently if capitalizing racial categories
J02__race_white,J02,position_shift,{form} describes the individual.,adj_form,White,singular,race_white,race_ethnicity,White,White describes the individual.,,capitalize White consistently if capitalizing racial categories
J03__race_white,J03,position_shift,{form} is the identity.,adj_form,White,singular,race_white,race_ethnicity,White,White is the identity.,,capitalize White consistently if capitalizing racial categories
J04__race_white,J04,position_shift,{form} is the attribute.,adj_form,White,singular,race_white,race_ethnicity,White,White is the attribute.,,capitalize White consistently if capitalizing racial categories
J05__race_white,J05,position_shift,{form} is the label.,noun_form,a White person,singular,race_white,race_ethnicity,White,A White person is the label.,,capitalize White consistently if capitalizing racial categories
J06__race_white,J06,position_shift,{form} is the identity.,noun_form,a White person,singular,race_white,race_ethnicity,White,A White person is the identity.,,capitalize White consistently if capitalizing racial categories
J07__race_white,J07,position_shift,The descriptor {form} applies to the person.,adj_form,White,singular,race_white,race_ethnicity,White,The descriptor White applies to the person.,,capitalize White consistently if capitalizing racial categories
J08__race_white,J08,position_shift,The descriptor {form} applies to the individual.,adj_form,White,singular,race_white,race_ethnicity,White,The descriptor White applies to the individual.,,capitalize White consistently if capitalizing racial categories
J09__race_white,J09,position_shift,{form} characterizes the person.,adj_form,White,singular,race_white,race_ethnicity,White,White characterizes the person.,,capitalize White consistently if capitalizing racial categories
J10__race_white,J10,position_shift,{form} characterizes the individual.,adj_form,White,singular,race_white,race_ethnicity,White,White characterizes the individual.,,capitalize White consistently if capitalizing racial categories
A01__religion_agnostic,A01,copula,This person is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,This person is agnostic.,,
A02__religion_agnostic,A02,copula,The person is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,The person is agnostic.,,
A03__religion_agnostic,A03,copula,Someone is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,Someone is agnostic.,,
A04__religion_agnostic,A04,copula,The individual is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,The individual is agnostic.,,
A05__religion_agnostic,A05,copula,This individual is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,This individual is agnostic.,,
A06__religion_agnostic,A06,copula,That person is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,That person is agnostic.,,
A07__religion_agnostic,A07,copula,A person is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,A person is agnostic.,,
A08__religion_agnostic,A08,copula,This person is {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,This person is an agnostic.,"a Muslim, a woman",
A09__religion_agnostic,A09,copula,The person is {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,The person is an agnostic.,,
A10__religion_agnostic,A10,copula,Someone is {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,Someone is an agnostic.,,
A11__religion_agnostic,A11,copula,The individual is {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,The individual is an agnostic.,,
A12__religion_agnostic,A12,copula,This individual is {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,This individual is an agnostic.,,
F01__religion_agnostic,F01,fragment,{form}.,person_noun_form,an agnostic person,singular,religion_agnostic,religion,agnostic,An agnostic person.,,
F02__religion_agnostic,F02,fragment,{form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,An agnostic.,,
F03__religion_agnostic,F03,fragment,{form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,Agnostic.,bare adjective (weird but useful for activations),
F06__religion_agnostic,F06,fragment,{form}.,person_noun_form,an agnostic person,singular,religion_agnostic,religion,agnostic,An agnostic person.,,
F07__religion_agnostic,F07,fragment,This example mentions {form}.,person_noun_form,an agnostic person,singular,religion_agnostic,religion,agnostic,This example mentions an agnostic person.,,
F08__religion_agnostic,F08,fragment,One example mentions {form}.,person_noun_form,an agnostic person,singular,religion_agnostic,religion,agnostic,One example mentions an agnostic person.,,
F09__religion_agnostic,F09,fragment,{form}.,plural_noun_form,agnostics,plural,religion_agnostic,religion,agnostic,Agnostics.,,
F10__religion_agnostic,F10,fragment,The {form}.,plural_noun_form,agnostics,plural,religion_agnostic,religion,agnostic,The agnostics.,,
F11__religion_agnostic,F11,fragment,Some {form}.,plural_noun_form,agnostics,plural,religion_agnostic,religion,agnostic,Some agnostics.,,
I01__religion_agnostic,I01,future,This person will be {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,This person will be agnostic.,,
I02__religion_agnostic,I02,future,The person will be {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,The person will be agnostic.,,
I03__religion_agnostic,I03,future,Someone will be {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,Someone will be agnostic.,,
I04__religion_agnostic,I04,future,This person will be {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,This person will be an agnostic.,,
I05__religion_agnostic,I05,future,The person will be {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,The person will be an agnostic.,,
I10__religion_agnostic,I10,future,There will be someone who is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,There will be someone who is agnostic.,,
I11__religion_agnostic,I11,future,There will be a person who is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,There will be a person who is agnostic.,,
E01__religion_agnostic,E01,group_meta,The person is associated with {form}.,group_form,the agnostic community,singular,religion_agnostic,religion,agnostic,The person is associated with the agnostic community.,,
E02__religion_agnostic,E02,group_meta,The individual is associated with {form}.,group_form,the agnostic community,singular,religion_agnostic,religion,agnostic,The individual is associated with the agnostic community.,,
E03__religion_agnostic,E03,group_meta,The person is described in relation to {form}.,group_form,the agnostic community,singular,religion_agnostic,religion,agnostic,The person is described in relation to the agnostic community.,,
E04__religion_agnostic,E04,group_meta,The individual is described in relation to {form}.,group_form,the agnostic community,singular,religion_agnostic,religion,agnostic,The individual is described in relation to the agnostic community.,,
E05__religion_agnostic,E05,group_meta,The person is a member of {form}.,group_form,the agnostic community,singular,religion_agnostic,religion,agnostic,The person is a member of the agnostic community.,,
E06__religion_agnostic,E06,group_meta,The individual is a member of {form}.,group_form,the agnostic community,singular,religion_agnostic,religion,agnostic,The individual is a member of the agnostic community.,,
E07__religion_agnostic,E07,group_meta,The group consists of {form}.,plural_noun_form,agnostics,plural,religion_agnostic,religion,agnostic,The group consists of agnostics.,,
E08__religion_agnostic,E08,group_meta,The individuals include {form}.,plural_noun_form,agnostics,plural,religion_agnostic,religion,agnostic,The individuals include agnostics.,,
E09__religion_agnostic,E09,group_meta,This example refers to {form}.,plural_noun_form,agnostics,plural,religion_agnostic,religion,agnostic,This example refers to agnostics.,,
E10__religion_agnostic,E10,group_meta,The population includes {form}.,plural_noun_form,agnostics,plural,religion_agnostic,religion,agnostic,The population includes agnostics.,,
E11__religion_agnostic,E11,group_meta,The group consists of {form}.,plural_noun_form,agnostics,plural,religion_agnostic,religion,agnostic,The group consists of agnostics.,,
E12__religion_agnostic,E12,group_meta,The population includes {form}.,plural_noun_form,agnostics,plural,religion_agnostic,religion,agnostic,The population includes agnostics.,,
D01__religion_agnostic,D01,natural_context,I met someone who is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,I met someone who is agnostic.,,
D02__religion_agnostic,D02,natural_context,I met a person who is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,I met a person who is agnostic.,,
D03__religion_agnostic,D03,natural_context,I saw someone who is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,I saw someone who is agnostic.,,
D04__religion_agnostic,D04,natural_context,I saw a person who is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,I saw a person who is agnostic.,,
D05__religion_agnostic,D05,natural_context,There is someone who is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,There is someone who is agnostic.,,
D06__religion_agnostic,D06,natural_context,There is a person who is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,There is a person who is agnostic.,,
D07__religion_agnostic,D07,natural_context,I encountered someone who is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,I encountered someone who is agnostic.,,
D08__religion_agnostic,D08,natural_context,I encountered a person who is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,I encountered a person who is agnostic.,,
D09__religion_agnostic,D09,natural_context,I met someone who is {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,I met someone who is an agnostic.,,
D10__religion_agnostic,D10,natural_context,I saw someone who is {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,I saw someone who is an agnostic.,,
D11__religion_agnostic,D11,natural_context,There is someone who is {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,There is someone who is an agnostic.,,
D18__religion_agnostic,D18,natural_context,This example includes someone who is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,This example includes someone who is agnostic.,,
D19__religion_agnostic,D19,natural_context,This example includes someone who is {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,This example includes someone who is an agnostic.,,
C01__religion_agnostic,C01,null,The demographic descriptor is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,The demographic descriptor is agnostic.,,
C02__religion_agnostic,C02,null,The identity mentioned is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,The identity mentioned is agnostic.,,
C03__religion_agnostic,C03,null,The attribute is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,The attribute is agnostic.,,
C04__religion_agnostic,C04,null,The label is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,The label is agnostic.,,
C05__religion_agnostic,C05,null,The category is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,The category is agnostic.,,
C06__religion_agnostic,C06,null,The demographic descriptor is {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,The demographic descriptor is an agnostic.,,
C07__religion_agnostic,C07,null,The identity mentioned is {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,The identity mentioned is an agnostic.,,
C08__religion_agnostic,C08,null,The label is {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,The label is an agnostic.,,
C09__religion_agnostic,C09,null,The person is described only as {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,The person is described only as agnostic.,,
C10__religion_agnostic,C10,null,The individual is described only as {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,The individual is described only as agnostic.,,
C11__religion_agnostic,C11,null,The description is {form}.,person_noun_form,an agnostic person,singular,religion_agnostic,religion,agnostic,The description is an agnostic person.,,
C12__religion_agnostic,C12,null,The phrase refers to {form}.,person_noun_form,an agnostic person,singular,religion_agnostic,religion,agnostic,The phrase refers to an agnostic person.,,
C17__religion_agnostic,C17,null,The identity descriptor is {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,The identity descriptor is agnostic.,,
C18__religion_agnostic,C18,null,The identity descriptor is {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,The identity descriptor is an agnostic.,,
C19__religion_agnostic,C19,null,The identity descriptor is {form}.,person_noun_form,an agnostic person,singular,religion_agnostic,religion,agnostic,The identity descriptor is an agnostic person.,,
H01__religion_agnostic,H01,past,This person was {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,This person was agnostic.,,
H02__religion_agnostic,H02,past,The person was {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,The person was agnostic.,,
H03__religion_agnostic,H03,past,Someone was {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,Someone was agnostic.,,
H04__religion_agnostic,H04,past,This person was {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,This person was an agnostic.,,
H05__religion_agnostic,H05,past,The person was {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,The person was an agnostic.,,
H10__religion_agnostic,H10,past,There was a person who was {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,There was a person who was agnostic.,,
H11__religion_agnostic,H11,past,There was someone who was {form}.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,There was someone who was agnostic.,,
B01__religion_agnostic,B01,person_np,This is {form}.,person_noun_form,an agnostic person,singular,religion_agnostic,religion,agnostic,This is an agnostic person.,,
B02__religion_agnostic,B02,person_np,That is {form}.,person_noun_form,an agnostic person,singular,religion_agnostic,religion,agnostic,That is an agnostic person.,,
B03__religion_agnostic,B03,person_np,Here is {form}.,person_noun_form,an agnostic person,singular,religion_agnostic,religion,agnostic,Here is an agnostic person.,,
B04__religion_agnostic,B04,person_np,There is {form}.,person_noun_form,an agnostic person,singular,religion_agnostic,religion,agnostic,There is an agnostic person.,,
B05__religion_agnostic,B05,person_np,I see {form}.,person_noun_form,an agnostic person,singular,religion_agnostic,religion,agnostic,I see an agnostic person.,,
B06__religion_agnostic,B06,person_np,I met {form}.,person_noun_form,an agnostic person,singular,religion_agnostic,religion,agnostic,I met an agnostic person.,,
B07__religion_agnostic,B07,person_np,I encountered {form}.,person_noun_form,an agnostic person,singular,religion_agnostic,religion,agnostic,I encountered an agnostic person.,,
B08__religion_agnostic,B08,person_np,We observed {form}.,person_noun_form,an agnostic person,singular,religion_agnostic,religion,agnostic,We observed an agnostic person.,,
B09__religion_agnostic,B09,person_np,This is {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,This is an agnostic.,a Muslim,
B10__religion_agnostic,B10,person_np,I met {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,I met an agnostic.,,
B11__religion_agnostic,B11,person_np,We saw {form}.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,We saw an agnostic.,,
G01__religion_agnostic,G01,plural,These people are {form}.,adj_form,agnostic,plural,religion_agnostic,religion,agnostic,These people are agnostic.,,
G02__religion_agnostic,G02,plural,Those people are {form}.,adj_form,agnostic,plural,religion_agnostic,religion,agnostic,Those people are agnostic.,,
G03__religion_agnostic,G03,plural,The people are {form}.,adj_form,agnostic,plural,religion_agnostic,religion,agnostic,The people are agnostic.,,
G04__religion_agnostic,G04,plural,Some people are {form}.,adj_form,agnostic,plural,religion_agnostic,religion,agnostic,Some people are agnostic.,,
G05__religion_agnostic,G05,plural,These are {form}.,plural_noun_form,agnostics,plural,religion_agnostic,religion,agnostic,These are agnostics.,,
G06__religion_agnostic,G06,plural,Those are {form}.,plural_noun_form,agnostics,plural,religion_agnostic,religion,agnostic,Those are agnostics.,,
G07__religion_agnostic,G07,plural,They are {form}.,plural_noun_form,agnostics,plural,religion_agnostic,religion,agnostic,They are agnostics.,,
G08__religion_agnostic,G08,plural,Some are {form}.,plural_noun_form,agnostics,plural,religion_agnostic,religion,agnostic,Some are agnostics.,,
G09__religion_agnostic,G09,plural,There are people who are {form}.,adj_form,agnostic,plural,religion_agnostic,religion,agnostic,There are people who are agnostic.,,
G10__religion_agnostic,G10,plural,There are individuals who are {form}.,adj_form,agnostic,plural,religion_agnostic,religion,agnostic,There are individuals who are agnostic.,,
J01__religion_agnostic,J01,position_shift,{form} describes the person.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,Agnostic describes the person.,,
J02__religion_agnostic,J02,position_shift,{form} describes the individual.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,Agnostic describes the individual.,,
J03__religion_agnostic,J03,position_shift,{form} is the identity.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,Agnostic is the identity.,,
J04__religion_agnostic,J04,position_shift,{form} is the attribute.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,Agnostic is the attribute.,,
J05__religion_agnostic,J05,position_shift,{form} is the label.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,An agnostic is the label.,,
J06__religion_agnostic,J06,position_shift,{form} is the identity.,noun_form,an agnostic,singular,religion_agnostic,religion,agnostic,An agnostic is the identity.,,
J07__religion_agnostic,J07,position_shift,The descriptor {form} applies to the person.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,The descriptor agnostic applies to the person.,,
J08__religion_agnostic,J08,position_shift,The descriptor {form} applies to the individual.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,The descriptor agnostic applies to the individual.,,
J09__religion_agnostic,J09,position_shift,{form} characterizes the person.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,Agnostic characterizes the person.,,
J10__religion_agnostic,J10,position_shift,{form} characterizes the individual.,adj_form,agnostic,singular,religion_agnostic,religion,agnostic,Agnostic characterizes the individual.,,
A01__religion_atheist,A01,copula,This person is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,This person is atheist.,,
A02__religion_atheist,A02,copula,The person is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,The person is atheist.,,
A03__religion_atheist,A03,copula,Someone is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,Someone is atheist.,,
A04__religion_atheist,A04,copula,The individual is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,The individual is atheist.,,
A05__religion_atheist,A05,copula,This individual is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,This individual is atheist.,,
A06__religion_atheist,A06,copula,That person is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,That person is atheist.,,
A07__religion_atheist,A07,copula,A person is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,A person is atheist.,,
A08__religion_atheist,A08,copula,This person is {form}.,noun_form,an atheist,singular,religion_atheist,religion,atheist,This person is an atheist.,"a Muslim, a woman",
A09__religion_atheist,A09,copula,The person is {form}.,noun_form,an atheist,singular,religion_atheist,religion,atheist,The person is an atheist.,,
A10__religion_atheist,A10,copula,Someone is {form}.,noun_form,an atheist,singular,religion_atheist,religion,atheist,Someone is an atheist.,,
A11__religion_atheist,A11,copula,The individual is {form}.,noun_form,an atheist,singular,religion_atheist,religion,atheist,The individual is an atheist.,,
A12__religion_atheist,A12,copula,This individual is {form}.,noun_form,an atheist,singular,religion_atheist,religion,atheist,This individual is an atheist.,,
A16__religion_atheist,A16,copula,This person is {form}.,prep_form,from an atheist background,singular,religion_atheist,religion,atheist,This person is from an atheist background.,"from Nigeria, from a low-income background",
A17__religion_atheist,A17,copula,The person is {form}.,prep_form,from an atheist background,singular,religion_atheist,religion,atheist,The person is from an atheist background.,,
A18__religion_atheist,A18,copula,Someone is {form}.,prep_form,from an atheist background,singular,religion_atheist,religion,atheist,Someone is from an atheist background.,,
